txn_id,order_id,amount,currency,timestamp,status
TXN_00211,ORD_00211,903.76,INR,2024-06-24T00:56:00,captured
TXN_00212,ORD_00212,1820.75,INR,2024-02-25T00:51:00,captured
TXN_00213,ORD_00213,1649.67,INR,2024-10-24T20:21:00,captured
TXN_00214,ORD_00214,4559.99,INR,2024-12-08T13:18:00,captured
TXN_00215,ORD_00215,2983.47,INR,2024-06-17T22:20:00,captured
TXN_00216,ORD_00216,2952.24,INR,2024-07-25T05:51:00,partial_refund
TXN_00217,ORD_00217,4594.91,INR,2024-06-19T08:22:00,captured
TXN_00218,ORD_00218,9246.72,INR,2024-05-24T10:08:00,captured
TXN_00219,ORD_00219,4308.88,INR,2024-06-13T01:49:00,captured
TXN_00220,ORD_00220,6511.58,INR,2024-07-12T19:15:00,captured
TXN_00221,ORD_00221,8283.65,INR,2024-02-22T08:58:00,captured
TXN_00222,ORD_00222,690.42,INR,2024-08-12T08:54:00,captured
TXN_00223,ORD_00223,5990.94,INR,2024-07-29T12:50:00,captured
TXN_00224,ORD_00224,4447.62,INR,2024-12-07T16:05:00,captured
TXN_00225,ORD_00225,6917.91,INR,2024-10-20T11:20:00,captured
TXN_00226,ORD_00226,9432.49,INR,2024-12-30T19:23:00,captured
TXN_00227,ORD_00227,896.37,INR,2024-01-30T09:37:00,captured
TXN_00228,ORD_00228,8905.29,INR,2024-08-23T01:58:00,captured
TXN_00229,ORD_00229,6076.77,INR,2024-01-20T05:01:00,captured
TXN_00230,ORD_00230,1004.14,INR,2024-01-16T11:33:00,captured
TXN_00231,ORD_00231,9995.77,INR,2024-07-15T15:02:00,captured
TXN_00232,ORD_00232,5804.85,INR,2024-05-07T22:40:00,captured
TXN_00233,ORD_00233,4757.96,INR,2024-11-18T09:31:00,captured
TXN_00234,ORD_00234,9169.12,INR,2024-05-12T12:45:00,captured
TXN_00235,ORD_00235,9969.76,INR,2024-11-13T18:38:00,captured
TXN_00236,ORD_00236,6384.37,INR,2024-12-24T10:31:00,captured
TXN_00237,ORD_00237,9693.65,INR,2024-12-08T15:01:00,captured
TXN_00238,ORD_00238,3544.81,INR,2024-08-31T01:59:00,captured
TXN_00239,ORD_00239,3278.48,INR,2024-03-17T13:00:00,captured
TXN_00240,ORD_00240,8591.56,INR,2024-08-28T12:44:00,captured
TXN_00241,ORD_00241,4175.29,INR,2024-12-27T03:56:00,captured
TXN_00242,ORD_00242,2953.36,INR,2024-10-18T23:24:00,captured
TXN_00243,ORD_00243,4602.78,INR,2024-08-17T09:35:00,captured
TXN_00244,ORD_00244,2598.75,INR,2024-03-25T18:52:00,captured
TXN_00245,ORD_00245,9704.83,INR,2024-10-21T16:28:00,captured
TXN_00246,ORD_00246,8662.61,INR,2024-01-02T05:06:00,captured
TXN_00247,ORD_00247,4191.15,INR,2024-05-16T23:14:00,partial_refund
TXN_00248,ORD_00248,6264.08,INR,2024-12-29T08:47:00,captured
TXN_00249,ORD_00249,6291.55,INR,2024-02-07T22:58:00,captured
TXN_00250,ORD_00250,2115.23,INR,2024-04-05T18:37:00,captured
TXN_00251,ORD_00251,9283.96,INR,2024-11-15T09:38:00,captured
TXN_00252,ORD_00252,1302.12,INR,2024-06-23T15:01:00,captured
TXN_00253,ORD_00253,5553.31,INR,2024-10-24T11:09:00,captured
TXN_00254,ORD_00254,1022.77,INR,2024-03-23T23:52:00,captured
TXN_00255,ORD_00255,4668.33,INR,2024-03-26T21:52:00,captured
TXN_00256,ORD_00256,6512.33,INR,2024-04-22T11:50:00,captured
TXN_00257,ORD_00257,5033.92,INR,2024-07-31T21:39:00,captured
TXN_00258,ORD_00258,5137.83,INR,2024-07-18T11:26:00,captured
TXN_00259,ORD_00259,4213.35,INR,2024-12-17T17:17:00,captured
TXN_00260,ORD_00260,9804.42,INR,2024-06-26T20:30:00,captured
TXN_00261,ORD_00261,4622.19,INR,2024-04-15T16:48:00,captured
TXN_00262,ORD_00262,3897.50,INR,2024-04-09T18:39:00,captured
TXN_00263,ORD_00263,7749.48,INR,2024-10-29T12:38:00,captured
TXN_00264,ORD_00264,3464.76,INR,2024-07-13T22:10:00,captured
TXN_00265,ORD_00265,8223.44,INR,2024-07-25T07:58:00,captured
TXN_00266,ORD_00266,7287.90,INR,2024-12-22T22:05:00,captured
TXN_00267,ORD_00267,8666.08,INR,2024-11-21T12:58:00,captured
TXN_00268,ORD_00268,5431.95,INR,2024-09-08T16:28:00,captured
TXN_00269,ORD_00269,3391.16,INR,2024-10-02T01:13:00,captured
TXN_00270,ORD_00270,4607.91,INR,2024-08-22T16:28:00,captured
TXN_00271,ORD_00271,8709.06,INR,2024-06-23T06:25:00,captured
TXN_00272,ORD_00272,5760.80,INR,2024-06-19T10:47:00,partial_refund
TXN_00273,ORD_00273,4166.67,INR,2024-08-20T01:32:00,captured
TXN_00274,ORD_00274,7472.58,INR,2024-10-04T23:29:00,captured
TXN_00275,ORD_00275,3922.18,INR,2024-04-21T03:13:00,captured
TXN_00276,ORD_00276,5003.75,INR,2024-01-28T07:57:00,captured
TXN_00277,ORD_00277,5072.68,INR,2024-08-30T03:01:00,captured
TXN_00278,ORD_00278,1087.15,INR,2024-11-29T02:23:00,captured
TXN_00279,ORD_00279,251.94,INR,2024-04-15T08:17:00,captured
TXN_00280,ORD_00280,4158.79,INR,2024-04-22T18:39:00,captured
TXN_00281,ORD_00281,840.80,INR,2024-07-12T08:36:00,captured
TXN_00282,ORD_00282,3451.76,INR,2024-10-16T19:31:00,captured
TXN_00283,ORD_00283,6533.38,INR,2024-08-27T15:05:00,captured
TXN_00284,ORD_00284,8538.18,INR,2024-10-04T02:08:00,captured
TXN_00285,ORD_00285,8736.59,INR,2024-01-27T12:22:00,captured
TXN_00286,ORD_00286,6212.85,INR,2024-06-20T07:54:00,captured
TXN_00287,ORD_00287,6348.49,INR,2024-07-28T15:18:00,captured
TXN_00288,ORD_00288,9974.52,INR,2024-03-07T04:29:00,captured
TXN_00289,ORD_00289,4396.32,INR,2024-03-13T01:25:00,captured
TXN_00290,ORD_00290,4492.42,INR,2024-08-06T10:32:00,captured
TXN_00291,ORD_00291,3311.31,INR,2024-02-11T05:45:00,captured
TXN_00292,ORD_00292,3004.34,INR,2024-09-30T07:49:00,captured
TXN_00293,ORD_00293,4363.80,INR,2024-06-27T04:39:00,captured
TXN_00294,ORD_00294,5358.55,INR,2024-05-11T11:43:00,captured
TXN_00295,ORD_00295,1782.84,INR,2024-02-27T21:04:00,partial_refund
TXN_00296,ORD_00296,3887.19,INR,2024-06-24T17:48:00,captured
TXN_00297,ORD_00297,5026.91,INR,2024-04-14T14:09:00,captured
TXN_00298,ORD_00298,2398.67,INR,2024-07-04T07:34:00,captured
TXN_00299,ORD_00299,4649.75,INR,2024-01-08T05:13:00,captured
TXN_00300,ORD_00300,9021.97,INR,2024-04-25T09:49:00,captured
